ID	TP53_CN	dataset
MMRF_2765_1_BM_CD138pos_pair	1.9828	CoMM
MMRF_2767_1_BM_CD138pos_pair	2.0029	CoMM
MMRF_2768_1_BM_CD138pos_pair	1.9883	CoMM
MMRF_2769_1_BM_CD138pos_pair	2.0063	CoMM
MMRF_2770_1_BM_CD138pos_pair	1.9895	CoMM
MMRF_2772_1_BM_CD138pos_pair	2.002	CoMM
MMRF_2774_1_BM_CD138pos_pair	1.9764	CoMM
MMRF_2775_1_BM_CD138pos_pair	1.9958	CoMM
MMRF_2776_1_BM_CD138pos_pair	2.01	CoMM
MMRF_2778_1_BM_CD138pos_pair	1.9976	CoMM
MMRF_2779_1_BM_CD138pos_pair	1.9838	CoMM
MMRF_2781_1_BM_CD138pos_pair	2.1891	CoMM
MMRF_2782_1_BM_CD138pos_pair	1.9758	CoMM
MMRF_2787_1_BM_CD138pos_pair	1.969	CoMM
MMRF_2788_1_BM_CD138pos_pair	2.0056	CoMM
MMRF_2789_1_BM_CD138pos_pair	1.9577	CoMM
MMRF_2792_1_BM_CD138pos_pair	1.9958	CoMM
MMRF_2793_1_BM_CD138pos_pair	2.0209	CoMM
MMRF_2794_1_BM_CD138pos_pair	2.0042	CoMM
MMRF_2795_1_BM_CD138pos_pair	1.988	CoMM
MMRF_2799_1_BM_CD138pos_pair	1.9833	CoMM
MMRF_2801_1_BM_CD138pos_pair	1.9992	CoMM
MMRF_2805_1_BM_CD138pos_pair	1.9244	CoMM
MMRF_2807_1_BM_CD138pos_pair	1.9935	CoMM
MMRF_2808_1_BM_CD138pos_pair	2.004	CoMM
MMRF_2814_1_BM_CD138pos_pair	1.9979	CoMM
MMRF_2815_1_BM_CD138pos_pair	2	CoMM
MMRF_2816_1_BM_CD138pos_pair	1.9634	CoMM
MMRF_2817_1_BM_CD138pos_pair	1.9756	CoMM
MMRF_2818_1_BM_CD138pos_pair	1.9903	CoMM
MMRF_2819_1_BM_CD138pos_pair	1.9998	CoMM
MMRF_2820_1_BM_CD138pos_pair	1.9889	CoMM
MMRF_2821_1_BM_CD138pos_pair	2.0057	CoMM
MMRF_2822_1_BM_CD138pos_pair	1.9805	CoMM
MMRF_2823_1_BM_CD138pos_pair	2.0028	CoMM
MMRF_2826_1_BM_CD138pos_pair	2.001	CoMM
MMRF_2827_1_BM_CD138pos_pair	1.5594	CoMM
MMRF_2828_1_BM_CD138pos_pair	1.9858	CoMM
MMRF_2829_1_BM_CD138pos_pair	2.7213	CoMM
MMRF_2830_1_BM_CD138pos_pair	3.0099	CoMM
MMRF_2831_1_BM_CD138pos_pair	2.006	CoMM
MMRF_2832_1_BM_CD138pos_pair	2.0104	CoMM
MMRF_2833_1_BM_CD138pos_pair	1.6876	CoMM
MMRF_2834_1_BM_CD138pos_pair	2.0002	CoMM
MMRF_2835_1_BM_CD138pos_pair	1.997	CoMM
MMRF_2836_1_BM_CD138pos_pair	2.015	CoMM
MMRF_2838_1_BM_CD138pos_pair	0.9973	CoMM
MMRF_2839_1_BM_CD138pos_pair	0.9631	CoMM
MMRF_2840_1_BM_CD138pos_pair	0.9946	CoMM
MMRF_2847_1_BM_CD138pos_pair	2.0172	CoMM
MMRF_2848_1_BM_CD138pos_pair	2.0036	CoMM
MMRF_2851_1_BM_CD138pos_pair	1.8419	CoMM
MMRF_2853_1_BM_CD138pos_pair	2.9851	CoMM
