ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
MMRF_2198_1_BM_CD138pos_pair	2.0005|0.0013	2.0288|0.0019	2.9856|0.0014	2.9856|0.0014	1.9995|0.001	1.9995|0.001	1.4804|0.0022	1.9932|0.0012	2.952|0.0025	2.0157|0.0029	2.9571|0.0033	2.007|0.0019	2.014|0.002	1.9889|0.0012	1.9889|0.0012	3.0415|0.0026	3.0415|0.0026	0.9996|6e-04	1.9865|0.0011	2.0386|0.0021	2.0431|0.002	2.0074|0.0019	2.0107|0.0029	1.9969|0.0011	1.9597|0.0014	2.9925|0.0015	2.9927|0.0012	1.5586|0.001	1.9561|0.0012	2.9929|0.0012	2.9929|0.0012	2.0011|0.0014	1.0024|5e-04	1.9983|9e-04	1.9983|9e-04	1.8621|0.0022	2.2598|0.0016	3.9764|0.0047	3.1614|0.0078	2.9927|0.0012	2.9856|0.0014	0.9996|6e-04	2.9509|0.0028	0.9996|6e-04	2.0009|0.0012	1.9865|0.0011	8.2468|0.0422	8.2468|0.0422	1.5586|0.001	1.0337|0.006	2.0048|0.0062	2.9927|0.0012	2.0066|0.003	2.0273|0.0022
MMRF_2199_1_BM_CD138pos_pair	2.0081|0.001	1.9406|0.0014	3.1428|0.0018	3.2349|0.0018	2.008|0.0016	1.9998|8e-04	2.3171|0.0011	2.121|0.0011	3.1183|0.0016	2.0199|0.0019	1.9258|0.0028	3.0826|0.0025	3.0864|0.0028	3.03|0.0016	3.03|0.0016	3.1233|0.0038	3.0491|0.0026	2.011|0.0012	2.004|0.0011	2.0142|0.0018	2.028|0.0017	2.0127|0.0016	1.976|0.0024	2|0.001	1.996|8e-04	2.9583|0.0015	2.9452|0.001	2.9842|0.0019	2.9646|0.0014	1.9962|9e-04	1.9942|7e-04	1.9967|8e-04	1.9967|7e-04	3.0448|0.0011	3.0448|0.0011	3.0548|0.0029	3.0332|0.0014	2.871|0.0035	3.0324|0.0016	2.9452|0.001	3.2567|0.0018	2.0049|9e-04	0.8525|0.0029	2.0049|9e-04	2.121|0.0011	2.0041|9e-04	3.0332|0.0014	3.0332|0.0014	2.9842|0.0019	1.996|8e-04	2.0049|9e-04	2.9452|0.001	2.023|0.0018	2.0134|0.0019
MMRF_2200_1_BM_CD138pos_pair	1.0969|7e-04	1.0969|7e-04	1.9996|0.001	1.9996|0.001	2.01|0.0013	1.9963|0.0022	1.9768|0.0012	2.0091|0.0015	2.0874|0.0013	2.0904|0.0037	0.9402|0.0011	2.0004|0.0019	2.0258|0.0023	1.9756|0.0013	1.9756|0.0013	3.0614|0.0042	1.9902|0.003	0.9504|6e-04	2.0397|0.0012	2.0125|0.003	2.0082|0.0021	1.9868|0.002	2.0322|0.004	2.0018|0.0012	1.9972|0.0012	2.002|8e-04	2.0016|0.001	1.0127|0.001	1.0255|0.0011	1.9624|0.0019	1.9716|0.0014	1.9947|0.0017	0.9536|9e-04	1.9926|0.0014	2.0061|0.0016	1.9831|0.0013	1.9922|0.0018	1.9598|0.0018	3.0321|0.0019	2.002|8e-04	1.9996|0.001	0.9504|6e-04	0.9402|0.0011	0.9504|6e-04	2.0083|0.0013	2.0397|0.0012	2.0146|0.0016	2.0146|0.0016	1.0127|0.001	1.0003|0.0201	0.9504|6e-04	2.002|8e-04	2.0838|0.0033	2.0104|0.0024
MMRF_2201_1_BM_CD138pos_pair	2|9e-04	2|9e-04	2.0236|0.0013	3.1275|0.0023	2.0107|0.0024	2.0045|0.0018	1.9659|0.001	3.1229|0.0015	1.971|0.0014	2.0177|0.003	2.013|0.0014	2.0225|0.0026	2.0353|0.002	3.1513|0.0034	3.107|0.0024	2.0416|0.0016	2.0416|0.0016	2.0073|9e-04	1.9966|0.0011	2.1117|0.0013	2.1117|0.0013	2.0165|0.0022	2.0446|0.0021	2.0029|0.0011	1.9953|8e-04	1.9977|7e-04	1.9977|7e-04	1.9818|7e-04	1.9818|7e-04	1.9967|8e-04	1.9967|8e-04	1.9982|8e-04	1.9982|8e-04	1.9965|8e-04	1.9965|8e-04	1.9963|8e-04	1.9963|8e-04	2.0052|0.001	2.0052|0.001	1.9977|7e-04	3.1246|0.0022	2.0073|9e-04	2.013|0.0014	2.0073|9e-04	3.1229|0.0015	1.9963|0.001	1.9963|8e-04	1.9963|8e-04	1.9818|7e-04	1.9953|8e-04	2.0073|9e-04	1.9977|7e-04	2.0319|0.0028	2.0341|0.0019
MMRF_2203_1_BM_CD138pos_pair	1.9982|0.001	1.9982|0.001	1.9986|0.001	1.9986|0.001	1.983|0.0025	1.9942|0.0014	1.0066|0.0013	1.0127|6e-04	2.653|0.0021	2.0128|0.0023	2.0069|0.0016	2.0125|0.0014	2.0125|0.0014	1.9917|0.0013	1.9917|0.0013	2.0652|0.0036	2.0325|0.0034	1.9692|0.0019	1.9924|0.001	2.0021|0.0015	2.0021|0.0015	2.0272|0.0021	1.0238|0.0015	2.0018|0.0013	1.9373|0.0013	2.7927|0.0012	2.7927|0.0012	1.9972|8e-04	1.9972|8e-04	2|0.0012	1.9965|9e-04	2.0086|0.0017	2.0006|0.001	2.0047|0.001	2.0047|0.001	1.9943|0.0011	1.9931|0.0016	2.0006|0.0018	2.0044|0.0012	2.7927|0.0012	1.9986|0.001	2.0109|0.0015	2.0069|0.0016	1.0191|0.0048	1.0127|6e-04	1.9924|0.001	1.9801|0.0032	1.9801|0.0032	1.9972|8e-04	2.0088|0.0023	1.9924|0.001	2.7927|0.0012	2.0216|0.0033	1.0228|0.0012
MMRF_2204_1_BM_CD138pos_pair	2.0001|0.001	2.0001|0.001	1.9987|0.001	1.9987|0.001	1.9957|0.001	1.9957|0.001	1.4063|9e-04	0.9893|0.0014	2.0195|0.0017	2.0182|0.0014	2.0182|0.0014	2.0352|0.0014	2.0352|0.0014	1.9999|0.0029	1.9882|0.0022	3.1244|0.0036	3.1244|0.0036	2.0004|0.0018	3.0993|0.0016	1.4039|0.0027	1.0212|0.0023	2.4828|0.0024	1.0145|0.0021	2.0117|0.0013	1.9904|9e-04	1.9882|8e-04	1.9037|0.0024	1.9843|0.0016	1.9591|0.001	2.9823|0.0019	2.9486|0.0022	1.9933|0.0015	1.9871|0.0011	1.5199|0.0029	2.799|0.0033	0.9402|0.0021	3.0011|0.0023	3.032|0.0025	3.0928|0.0019	1.9037|0.0024	1.9987|0.001	2.0315|0.0014	2.0182|0.0014	1.9361|0.0024	0.9878|0.0018	3.0993|0.0016	3.1449|0.0019	3.1449|0.0019	1.9843|0.0016	1.9904|9e-04	1.9385|0.0022	1.9882|8e-04	2.0182|0.0014	1.0149|0.0018
MMRF_2207_1_BM_CD138pos_pair	2.0017|0.0016	2.0052|0.0037	3.1222|0.0013	3.1222|0.0013	1.9903|9e-04	1.9903|9e-04	1.9403|0.0015	1.9781|0.0012	2.0075|0.0019	2.0212|0.0033	2.0063|0.0016	2.0191|0.0034	2.019|0.0026	2.028|0.0012	2.028|0.0012	3.0948|0.0039	3.0773|0.0044	2.0617|0.0033	1.9966|0.0013	2.0238|0.0014	2.0238|0.0014	2.034|0.0018	2.0085|0.0027	1.9893|0.0013	1.9847|8e-04	3.0675|0.0011	3.0675|0.0011	1.9862|0.0015	1.9686|9e-04	1.985|8e-04	1.985|8e-04	2.8947|0.0011	2.8947|0.0011	1.9908|0.0014	1.9844|0.0013	1.9862|9e-04	1.9862|9e-04	3.1321|0.0015	3.1321|0.0015	3.0675|0.0011	3.1222|0.0013	1.9963|0.001	2.0063|0.0016	1.9963|0.001	1.9925|0.0011	1.9973|0.0011	1.9862|9e-04	1.9862|9e-04	1.9865|0.0015	1.9847|8e-04	1.9963|0.001	3.0675|0.0011	2.0277|0.0025	2.0319|0.0021
MMRF_2209_1_BM_CD138pos_pair	2.0077|0.0015	2.0006|0.0012	3.0446|0.002	3.0351|0.0019	1.9994|9e-04	1.9994|9e-04	1.9966|0.001	1.0503|6e-04	4.17|0.003	2.0066|0.0023	2.0293|0.0018	2.0115|0.0025	2.0201|0.0019	1.9973|0.0011	1.9973|0.0011	3.0925|0.0028	3.0948|0.0039	2.0041|0.0016	2.0006|0.001	2.7946|0.0026	3.0439|0.002	2.1363|0.0018	2.0081|0.0018	3.0506|0.0016	3.0505|0.0012	3.0457|0.001	3.0457|0.001	1.9978|7e-04	1.9978|7e-04	3.05|0.0012	3.0503|0.0015	1.9991|8e-04	1.9991|8e-04	2.1261|0.0012	2.7979|0.002	1.9778|8e-04	1.9778|8e-04	3.0435|0.0023	3.0518|0.0019	3.0457|0.001	3.0385|0.0014	1.9976|0.0015	2.0284|0.0016	1.9994|0.0013	1.0503|6e-04	2.0006|0.001	1.9778|8e-04	1.9778|8e-04	1.9978|7e-04	3.0505|0.0012	1.9994|0.0013	3.0457|0.001	2.0036|0.002	2.0081|0.0018
MMRF_2211_1_BM_CD138pos_pair	1.9523|0.0022	1.3965|0.0014	2|0.0013	2|0.0013	2.0019|0.0013	2.0019|0.0013	0.9885|7e-04	1.0102|8e-04	2.0158|0.0022	1.9978|0.0026	1.0065|0.0012	2.0007|0.0024	2.0401|0.0037	1.9516|0.0023	1.9545|0.0023	3.0442|0.0075	2.018|0.0053	1.0128|9e-04	2.0108|0.0014	2.0132|0.0019	2.0132|0.0019	1.9829|0.0025	2.0155|0.005	2.0206|0.0015	1.9946|0.0012	2.005|0.0012	1.9441|0.0025	1.2357|0.0025	1.2486|0.002	1.9894|0.0011	1.2688|0.0033	1.9904|0.0011	1.9904|0.0011	1.9822|0.0017	2.7337|0.0022	1.0698|8e-04	1.2649|0.0014	1.9848|0.0036	2.0012|0.0017	1.9757|0.0021	2|0.0013	1.0116|7e-04	1.0065|0.0012	1.0116|7e-04	1.0102|8e-04	2.0108|0.0014	1.7727|0.0023	1.7727|0.0023	1.2307|0.0022	1.9946|0.0012	1.0116|7e-04	1.9757|0.0021	1.9978|0.0026	2.0417|0.0035
MMRF_2213_1_BM_CD138pos_pair	1.9639|0.0023	2.9348|0.0024	1.9528|0.002	1.9646|0.0015	2.0249|0.0013	2.0249|0.0013	1.0928|0.0011	1.6523|0.002	2.8477|0.004	2.0165|0.005	1.9716|0.0022	1.9986|0.0035	1.92|0.0019	2.8828|0.0024	2.8828|0.0024	2.8488|0.006	2.8478|0.0055	2.0093|0.0015	2.7503|0.002	2.0522|0.0028	2.0525|0.0026	1.9607|0.0024	2.0994|0.0038	1.967|0.0015	1.9611|0.0016	2.8966|0.0029	2.8416|0.0028	2.851|0.0021	2.8529|0.0024	2.9005|0.0052	2.9036|0.0018	3.4046|0.0053	2.8141|0.0028	2.8249|0.0018	2.8347|0.0024	2|0.0012	2|0.0012	2.8209|0.0032	2.7858|0.0023	2.8209|0.0031	1.9646|0.0015	2.0175|0.0014	1.9716|0.0022	2.0175|0.0014	1.1618|0.0029	2.7503|0.002	2|0.0012	2|0.0012	1.9717|0.0021	1.9693|0.002	2.0175|0.0014	2.8209|0.0031	2.0185|0.0035	2.1|0.003
MMRF_2214_1_BM_CD138pos_pair	2|0.0012	2|0.0012	3.1636|0.0027	3.1602|0.0029	1.9919|0.0023	1.9956|0.0013	1.9848|0.0019	1.991|0.0016	4.364|0.0048	1.9802|0.0019	1.9726|0.0025	2.0077|0.0025	1.9003|0.0038	1.9912|0.0015	1.9912|0.0015	3.182|0.0031	3.182|0.0031	2.0093|0.002	2.0091|0.0017	3.0706|0.0032	2.2652|0.0035	2.0018|0.0023	2.0056|0.0034	1.991|0.0017	1.9972|0.0019	3.1649|0.0016	3.1699|0.0021	2.0308|0.0046	1.9889|0.0018	3.1629|0.0025	3.1714|0.0019	2.006|0.0035	0.9101|0.0024	2.0099|0.0018	1.9988|0.0011	0.8193|0.0014	2.5213|0.0033	3.1576|0.0031	3.1308|0.003	3.1742|0.0026	3.1554|0.0023	2.0046|0.0015	1.9802|0.0019	2.0046|0.0015	1.9916|0.0014	1.9955|0.0017	2.5613|0.0023	2.5613|0.0023	1.9946|0.0045	1.9993|0.0015	1.9955|0.0017	3.1742|0.0026	1.9802|0.0019	2.0121|0.0026
MMRF_2216_1_BM_CD138pos_pair	1.9988|0.0011	1.9977|0.0014	3.0052|0.0024	2.9951|0.0016	2.0026|0.0013	0.9889|0.0011	2.9991|0.0017	2.0052|0.0015	3.0149|0.0018	2.8282|0.0077	0.9665|0.0019	1.9845|0.0018	2.0003|0.0021	2.0003|0.0027	0.9985|0.0018	3.9933|0.0033	3.9933|0.0033	1.9953|0.001	1.9971|0.0011	1.996|0.002	1.9842|0.0019	1.9998|0.0019	1.9718|0.0019	2.0018|0.0011	2.0002|9e-04	2.0043|8e-04	2.0043|8e-04	1.9963|0.0014	0.9976|0.001	3.0177|0.0021	3.0197|0.0015	1.9257|8e-04	1.9257|8e-04	2.0053|9e-04	2.01|0.0012	2.0028|9e-04	2.0028|9e-04	2.9994|0.0015	2.9994|0.0015	2.0043|8e-04	2.9951|0.0016	1.9953|0.001	1.987|0.0019	1.9953|0.001	1.9992|0.0012	1.9974|0.0011	2.0028|9e-04	2.0028|9e-04	1.9963|0.0014	2.0002|9e-04	1.9953|0.001	2.0043|8e-04	1.9834|0.0038	1.9718|0.0019
MMRF_2220_1_BM_CD138pos_pair	1.9906|0.0012	1.997|0.0015	2.0031|0.0012	2.0042|0.0018	2.0306|0.0024	1.9964|0.0017	0.1351|0.0014	0.0088|8e-04	1.9809|0.0017	0.044|0.0019	2.0046|0.0015	0.0303|0.001	0.0303|0.001	1.9895|0.0013	1.9895|0.0013	2.098|0.0035	2.0594|0.0037	2.0021|0.0011	2.0527|0.0029	1.9185|0.0022	2.0575|0.003	2.0018|0.002	1.9469|0.003	1.9983|0.0012	2.004|0.0014	2.0283|0.0015	1.9782|9e-04	1.9171|0.0011	1.9886|0.0012	1.989|0.0016	2.002|0.0012	1.9965|9e-04	1.9965|9e-04	2|0.001	2|0.001	2.0159|0.0023	1.9955|0.001	2.0252|0.0049	1.8787|0.0183	1.9782|9e-04	2.0108|0.0019	2.0021|0.0011	2.0046|0.0015	2.0021|0.0011	0.0066|7e-04	2.0345|0.0042	1.9955|0.001	1.9955|0.001	1.9893|0.001	2.0042|0.0019	2.0021|0.0011	1.9782|9e-04	2.0046|0.0015	1.9469|0.003
MMRF_2222_1_BM_CD138pos_pair	2.0101|0.001	2.0101|0.001	3.0689|0.0014	3.0689|0.0014	2.0155|0.001	2.0155|0.001	1.999|0.0011	1.9221|0.0013	3.0794|0.0024	1.9884|0.0021	2.001|0.0017	2.9997|0.0045	3.0355|0.003	1.9431|0.0014	1.9603|0.0018	3.0511|0.0025	3.0511|0.0025	1.9147|0.001	0.4905|0.007	1.9968|0.0014	1.9968|0.0014	3.9471|0.005	1.9743|0.0019	2.021|0.0012	2.0203|9e-04	3.0494|0.0027	3.0477|0.0014	2.0104|0.0016	2.0234|9e-04	2.029|0.0014	2.0206|8e-04	2.9439|0.0017	2.4251|0.0021	2.0193|0.0012	1.9797|0.0018	1.9858|9e-04	1.9858|9e-04	2.0668|0.0076	3.109|0.0019	3.0477|0.0014	3.0689|0.0014	1.9147|0.001	2.0014|0.0017	1.9147|0.001	1.9452|0.0012	1.9938|0.0011	1.9858|9e-04	1.9858|9e-04	2.0101|0.0016	2.0203|9e-04	1.9147|0.001	3.0477|0.0014	1.9884|0.0021	1.9743|0.0019
MMRF_2223_1_BM_CD138pos_pair	1.9954|9e-04	1.9954|9e-04	2.0005|0.0013	2.9823|0.0018	2.0092|0.0019	2.0016|0.001	2.0007|0.001	1.9772|0.0011	1.9976|0.0016	1.9721|0.002	1.9834|0.0016	1.9957|0.0012	1.9957|0.0012	2.0011|0.0012	2.0011|0.0012	1.9969|0.0016	1.9969|0.0016	1.9975|0.001	1.9917|0.001	1.9964|0.0013	1.9964|0.0013	2.0017|0.0018	1.9867|0.0018	2.0001|0.0017	2.0028|0.0011	2.0004|7e-04	2.0004|7e-04	2.0082|8e-04	2.0082|8e-04	2.0029|0.0012	2.0026|0.0011	1.9948|0.0014	1.0058|5e-04	2.0034|8e-04	2.0034|8e-04	1.9895|0.0017	2.0006|9e-04	2|0.001	2|0.001	2.0004|7e-04	2.9823|0.0018	1.9975|0.001	1.9834|0.0016	1.9975|0.001	2.0001|0.0011	1.9917|0.001	2.0006|9e-04	2.0006|9e-04	2.0082|8e-04	2.0021|8e-04	1.9975|0.001	2.0004|7e-04	1.9721|0.002	1.9867|0.0018
MMRF_2224_1_BM_CD138pos_pair	2.0011|0.0016	1.9983|0.0011	2.0015|0.0013	1.986|0.0013	1.9994|9e-04	1.9994|9e-04	1.9765|0.001	0.9519|9e-04	3.0501|0.0027	2.021|0.0012	2.021|0.0012	2|0.0012	2|0.0012	2|0.0012	2|0.0012	3.0541|0.0037	0.9241|0.0021	2.0014|0.001	2.0015|0.001	1.9948|0.0013	1.9948|0.0013	2.0337|0.0039	1.987|0.0035	2.0021|0.0011	2.0015|8e-04	1.9974|0.0015	2.0025|0.0011	2|8e-04	1.9996|0.001	2.0055|0.0011	2.0026|8e-04	2.0047|8e-04	2.0047|8e-04	2.0035|8e-04	2.0035|8e-04	1.9988|8e-04	1.9988|8e-04	1.9989|0.0016	2.0018|0.0012	2.0014|9e-04	2.0035|0.0013	2.0014|0.001	2.021|0.0012	2.0014|0.001	0.9519|9e-04	2.0015|0.001	1.9988|8e-04	1.9988|8e-04	2|8e-04	2.0015|8e-04	2.0014|0.001	2.0014|9e-04	2.021|0.0012	1.9923|0.0021
MMRF_2225_1_BM_CD138pos_pair	1.9843|9e-04	1.9843|9e-04	1.977|9e-04	1.977|9e-04	2.0258|9e-04	2.0258|9e-04	0.1571|9e-04	1.9871|0.0013	1.9814|0.0017	1.9569|0.0013	1.9569|0.0013	1.9965|0.0018	1.9921|0.002	3.7668|0.0014	3.7668|0.0014	2.0587|0.003	2|0.0028	0.1513|0.0017	2.0436|0.0011	1.9869|0.0014	1.9869|0.0014	1.9829|0.0018	0.1101|0.0016	2.0283|0.0012	2.0103|0.0012	2.0016|8e-04	2.0016|8e-04	1.9847|0.0016	2.0266|9e-04	2.0103|0.0011	2.0041|0.0011	2.0227|9e-04	2.0221|8e-04	2.0101|9e-04	2.0101|9e-04	2.0122|0.002	2.0074|9e-04	1.9656|0.0036	1.9882|0.0013	2.0016|8e-04	1.977|9e-04	2.0044|0.0013	1.9569|0.0013	0.1497|0.0014	2.0141|0.0012	2.0471|0.0011	2.0074|9e-04	2.0074|9e-04	1.9458|0.0018	0.2918|0.0069	2.0039|0.0062	2.0016|8e-04	1.9569|0.0013	0.1101|0.0016
MMRF_2226_1_BM_CD138pos_pair	1.9932|0.0018	1.9829|0.0014	1.995|0.0015	2.0234|0.0016	2.0296|0.001	2.0296|0.001	0.9476|6e-04	2.0104|0.002	3.0968|0.0026	1.9791|0.0024	1.9252|0.0049	2.9416|0.0054	3.0494|0.0032	1.987|0.0021	1.9822|0.0014	3.9934|0.0058	2.9875|0.0035	2.0062|0.0011	3.0765|0.003	2.0169|0.0015	2.0169|0.0015	2.0005|0.0021	1.9751|0.0021	2.0246|0.0018	2.0079|0.001	3.0651|0.0019	3.0622|0.0016	1.9909|8e-04	1.9909|8e-04	3.0141|0.0021	3.0726|0.0027	2.0261|9e-04	2.0261|9e-04	4.1025|0.0019	4.1025|0.0019	2|0.001	2|0.001	4.0711|0.0036	4.0114|0.0027	3.0622|0.0016	2.0229|0.0014	2.0062|0.0011	6e-04|0.0011	2.0062|0.0011	2.0131|0.0016	3.1331|0.0042	2|0.001	2|0.001	1.9909|8e-04	2.0079|0.001	2.0062|0.0011	3.0622|0.0016	1.9811|0.0023	1.9751|0.0021
MMRF_2229_1_BM_CD138pos_pair	2.0005|9e-04	2.0005|9e-04	2.0429|0.0014	2.0401|0.0016	2.0078|9e-04	2.0078|9e-04	0.9545|0.0019	1.9943|0.0013	3.051|0.0025	1.9913|0.0019	1.9736|0.0015	2.5478|0.0076	2.2034|0.0037	1.9961|0.0011	1.9961|0.0011	3.0609|0.0035	3.024|0.004	1.3785|0.0026	1.9958|0.0014	1.96|0.0013	1.96|0.0013	1.5665|0.0031	1.4362|0.0027	2.04|0.0011	2.007|0.0012	3.0632|0.0014	3.0642|0.0013	1.9261|9e-04	1.8346|0.0013	2.0068|7e-04	2.0068|7e-04	3.0327|0.0018	2.3856|0.0015	2.0207|8e-04	2.0207|8e-04	1.9476|8e-04	1.9476|8e-04	2.0215|0.002	2|0.0012	3.0642|0.0013	2.0421|0.0014	2.0049|0.001	1.973|0.0015	2.0049|0.001	2.0023|0.0011	2.0205|0.0011	1.9476|8e-04	1.9476|8e-04	1.9261|9e-04	2.0069|0.0011	1.3785|0.0026	3.0642|0.0013	1.9913|0.0019	1.4468|0.0022
MMRF_2230_1_BM_CD138pos_pair	1.9986|0.0015	1.9988|0.0011	1.9991|9e-04	1.9991|9e-04	1.5443|0.0014	2.0012|0.001	1.0094|0.001	1.6295|0.0016	2.0264|0.0017	1.9984|0.0012	1.9984|0.0012	1.9983|0.0012	1.9983|0.0012	1.9977|0.0012	1.9977|0.0012	2.018|0.0019	2.0199|0.0028	1.9997|9e-04	1.9917|0.001	1.9971|0.0013	1.9971|0.0013	2.0052|0.0018	2.0041|0.0025	1.9989|0.001	2.0008|8e-04	1.997|0.0011	2.0021|9e-04	2.0046|8e-04	2.0046|0.001	2.0022|8e-04	2.0022|8e-04	2.0038|8e-04	2.0039|8e-04	2.0039|8e-04	2.0039|8e-04	1.9942|8e-04	1.9942|8e-04	2.0051|0.0016	2.0003|0.0012	2.0021|9e-04	1.9991|9e-04	1.9997|9e-04	1.9984|0.0012	1.9997|9e-04	1.6295|0.0016	1.9917|0.001	1.9942|8e-04	1.9942|8e-04	2.0046|8e-04	2.0008|8e-04	1.9997|9e-04	2.0021|9e-04	1.9984|0.0012	2.0022|0.002
MMRF_2231_1_BM_CD138pos_pair	1.9973|0.0019	1.9955|0.0015	2.0234|9e-04	2.0234|9e-04	1.9942|0.0012	1.9914|0.0013	0.961|0.0015	1.9872|0.0014	2.0204|0.002	2.0121|0.002	0.931|0.0011	2.0106|0.0013	2.0106|0.0013	1.9883|0.0012	1.9883|0.0012	2.0326|0.0017	2.0326|0.0017	1.9995|0.001	5.038|0.0024	2.0005|0.0013	2.0005|0.0013	2.0371|0.0018	2.0157|0.0026	1.9931|0.0015	1.9926|8e-04	3.0079|0.001	3.0079|0.001	1.9857|8e-04	2.0024|0.0011	1.9925|0.0011	1.9884|8e-04	1.9958|8e-04	1.9958|8e-04	0.9974|0.0022	1.9907|9e-04	3.0174|0.0021	3.0079|0.0016	2.0106|0.0016	2.011|0.001	3.0079|0.001	2.0234|9e-04	1.9995|0.001	0.9278|0.001	1.9995|0.001	1.9978|0.0011	5.038|0.0024	3.0067|0.0015	3.0067|0.0015	1.9857|8e-04	1.9926|8e-04	1.9995|0.001	3.0079|0.001	2.0121|0.002	2.0213|0.0021
MMRF_2232_1_BM_CD138pos_pair	1.9933|9e-04	1.9933|9e-04	1.988|0.0015	1.9927|0.001	2|9e-04	2|9e-04	1.988|0.0012	2.0047|0.0014	3.0616|0.0022	2.0108|0.0022	1.9949|0.0013	2.0451|0.0031	2.0031|0.0014	1.992|0.0012	1.992|0.0012	3.047|0.0024	3.047|0.0024	1.9959|0.0012	3.0469|0.0031	2.0501|0.0017	0.9669|0.0012	2.0217|0.0023	2.3159|0.0021	2.0037|0.001	2.0117|9e-04	1.9932|7e-04	1.9927|9e-04	2.0132|0.0016	1.9927|8e-04	3.0537|0.0011	3.0537|0.0011	2.6655|0.004	2.0062|8e-04	2.6971|0.0012	2.6937|0.0016	1.4427|0.0014	2.0458|0.0013	3.0518|0.0024	3.0514|0.0025	1.9932|7e-04	1.9927|0.001	1.9951|0.001	1.9949|0.0013	1.9951|0.001	2.0023|0.0011	3.0659|0.0058	2.0353|0.001	2.0353|0.001	1.9893|0.0034	2.0127|9e-04	1.9952|0.0041	1.9932|7e-04	2.6045|0.0144	2.3159|0.0021
MMRF_2236_1_BM_CD138pos_pair	2.0041|0.0016	2|0.0014	2.0481|0.0012	2.0604|0.0014	1.9999|9e-04	1.9999|9e-04	1.9962|0.0015	1.998|0.0014	3.077|0.0032	2.0011|0.0012	2.0011|0.0012	3.054|0.0033	3.0586|0.002	2.0003|0.0012	2.0003|0.0012	3.0637|0.0024	3.0637|0.0024	1.989|0.0013	1.8093|0.0023	2.004|0.0013	2.004|0.0013	1.9968|0.0023	1.9665|0.0032	1.9928|0.0017	2.0007|8e-04	2.1761|0.0016	3.0678|0.0019	1.9927|7e-04	1.9927|8e-04	4.117|0.0027	3.292|0.0023	3.042|0.002	3.0278|0.002	3.0631|0.0012	3.0631|0.0012	2.0261|9e-04	2.0266|0.0012	3.0601|0.0024	3.0674|0.0018	3.0718|0.0046	2.0604|0.0014	1.9872|0.001	2.0011|0.0012	1.9872|0.001	2.0037|0.0011	2.0844|0.0015	2.0261|9e-04	2.0261|9e-04	1.9927|7e-04	2.0007|8e-04	1.9872|0.001	3.0673|0.0015	2.0011|0.0012	2.0105|0.0022
MMRF_2237_1_BM_CD138pos_pair	2.0079|0.0019	1.9979|0.0014	3.0586|0.0014	3.0586|0.0014	2.0038|0.0018	2.0021|0.001	2.0076|0.0011	1.9946|0.0013	4.0958|0.0023	1.97|0.003	1.9536|0.0016	3.0115|0.0019	3.0115|0.0019	2.0028|0.0012	2.0028|0.0012	4.0137|0.0032	4.0137|0.0032	1.9916|0.001	2.0113|0.0011	1.9875|0.0014	1.9875|0.0014	1.9872|0.0024	1.9272|0.0044	2.004|0.0012	2.0039|0.0011	3.0489|0.002	3.0601|0.0017	2.006|8e-04	2.006|8e-04	3.057|0.0012	3.057|0.0012	2.0137|9e-04	2.012|8e-04	3.0498|0.0013	3.0498|0.0013	1.994|0.0016	1.997|0.0013	3.0408|0.0015	3.0408|0.0015	3.0621|0.0016	3.0586|0.0014	1.9916|0.001	1.9534|0.0016	1.9916|0.001	2.0013|0.0012	2.0113|0.0011	2.0036|0.001	2.0036|0.001	2.006|8e-04	2.0059|9e-04	1.9916|0.001	3.0621|0.0016	1.9609|0.0025	1.9598|0.0021
