sample	KRAS	NRAS	IGLL5	TENT5C	DIS3	TRAF3	BRAF	DUSP2	TP53	FGFR3	ATM	DNAH5	EGR1	HIST1H1E	CYLD	MAX
MMRF_2244_1_BM_CD138pos	0	0	0	0.657|0.48|0.87	0	0	0	0	0	0.556|0.338|0.863	0	0	0	0	0	0
MMRF_2245_1_BM_CD138pos	0	0	0	0	0	0	1|0.732|1	0	0	0	0	0	0	0	0	0
MMRF_2246_1_BM_CD138pos	0	1|0.905|1	0	0.183|0.107|0.308	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2250_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0.429|0.265|0.658	0	0	0	0	0	0
MMRF_2251_1_BM_CD138pos	0	0	0	0	0	0	0	0	0.967|0.858|1	0	0	0	0	0	0	0
MMRF_2253_1_BM_CD138pos	0	0	0.843|0.507|1	0	1|0.953|1	0	0.684|0.439|0.982	0	0	0	0	0	0	0	0	0
MMRF_2258_1_BM_CD138pos	0.571|0.34|0.896	0	0	0	0	0	0	1|0.905|1	0	0	0	0.743|0.529|1	0	0	0	0
MMRF_2265_1_BM_CD138pos	0	0	0.758|0.499|1	0.116|0.066|0.202	0	0.292|0.197|0.414	0	0	0	0	0	0	0	0	0	0
MMRF_2266_1_BM_CD138pos	0.572|0.363|0.841	0	0	0.887|0.724|1	0	0	0	0	0	0	0.253|0.127|0.48	0	0	0	0	0
MMRF_2267_1_BM_CD138pos	0	0.889|0.702|1	0	0	0	0	0	0	0	0	0	0	0	0	0	1|1|1
MMRF_2269_1_BM_CD138pos	0.801|0.541|1	0	0	0	0	0	0	0	0	0	0	0	0	0.875|0.679|1	0	0
MMRF_2270_1_BM_CD138pos	0	0	0	0	0	0	0.871|0.74|1	0	0	0	0.617|0.364|0.949	0	0	0	0	0
MMRF_2271_1_BM_CD138pos	0	0	0	1|0.828|1	0	0.215|0.109|0.393	0	0	0	0	0	0	0	0	0	0
MMRF_2272_1_BM_CD138pos	0	0.276|0.173|0.429	0	0	0	0	0	0	0	0.383|0.281|0.512	0	0	0	0	0	0
MMRF_2273_1_BM_CD138pos	0	0.926|0.814|1	0	0.147|0.073|0.288	0	0	0	0	0	0	0	0	0.964|0.781|1	0	0	0
MMRF_2279_1_BM_CD138pos	0	0	0	0.197|0.106|0.354	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2281_1_BM_CD138pos	0	0	0	0	1|0.84|1	0	0	0	0	0	0	0	0	0	0	0
MMRF_2284_1_BM_CD138pos	0	0	0.979|0.659|1	0	0	0	0	0	0.154|0.063|0.367	0	0	0	0	0	0	0
MMRF_2286_1_BM_CD138pos	0	0	1|0.833|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2289_1_BM_CD138pos	0.964|0.618|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2290_1_BM_CD138pos	0	1|0.869|1	0	0	0	0	0	1|0.85|1	0	0	0	0	0	0	0	0
MMRF_2291_1_BM_CD138pos	0	0	0	0	0	0	0.94|0.583|1	0	0	0	0	0	0	0	0	0
MMRF_2292_1_BM_CD138pos	0	0	0	0	0.839|0.575|0.991	0	0	0	0	0	0.912|0.672|1	0	0	0	0	0
MMRF_2293_1_BM_CD138pos	0	0	0	0	0.245|0.146|0.401	0	0	0	0	0	0	0	0	0	0	0
MMRF_2297_1_BM_CD138pos	0	0	1|0.895|1	0	0.17|0.107|0.263	0	0	0	0	0.15|0.074|0.294	0	0	0	0	0	0
MMRF_2300_1_BM_CD138pos	0.832|0.651|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2301_1_BM_CD138pos	0	0.66|0.531|0.772	1|1|1	1|0.947|1	0	0	0	0	0	0	0	0	0	0.894|0.687|1	0	0
MMRF_2302_1_BM_CD138pos	0	0	0.192|0.134|0.27	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2305_1_BM_CD138pos	0	0	0	0	0.176|0.1|0.305	0	0	0	0	0	0	0	0	0	0	0
MMRF_2306_1_BM_CD138pos	0	0	0	0	0	0	0	0.955|0.747|1	0	0	0	0.464|0.255|0.778	0	0	0	0
MMRF_2307_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2308_1_BM_CD138pos	0	0	0.75|0.504|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2310_1_BM_CD138pos	0	0	0	0.11|0.052|0.221	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2313_1_BM_CD138pos	0.887|0.766|0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2314_1_BM_CD138pos	0	0.91|0.787|0.988	0	0.952|0.859|1	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2316_1_BM_CD138pos	0	0	0.854|0.578|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2317_1_BM_CD138pos	0	0	0	0	0.886|0.604|1	0	0	0	0	0	0	1|0.804|1	0	0	0	0
MMRF_2324_1_BM_CD138pos	0.877|0.718|1	0	0	1|1|1	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2325_1_BM_CD138pos	0.495|0.339|0.693	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105|0.058|0.188	0
MMRF_2326_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2327_1_BM_CD138pos	0.61|0.468|0.782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2329_1_BM_CD138pos	0	1|0.903|1	0.957|0.577|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2330_1_BM_CD138pos	0.402|0.233|0.652	0	0	0	0	0	0	0	0	0	0	0.408|0.267|0.609	0	0	0	0
MMRF_2331_1_BM_CD138pos	0	0	0	0	1|0.817|1	0	0	0	0	0	0	0	0	0	0	0
MMRF_2333_1_BM_CD138pos	0	0.929|0.753|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2335_1_BM_CD138pos	0.806|0.65|0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2336_1_BM_CD138pos	0	0.177|0.124|0.25	0	0.839|0.607|1	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2339_1_BM_CD138pos	0.14|0.089|0.219	0	0	0	0	0	0.869|0.602|1	0	0	0	0	0	0	0	0	0
MMRF_2341_1_BM_CD138pos	0	0	0	0	0.199|0.131|0.298	0	0	0	0	0	0	0	0	0	0.154|0.088|0.256	0
MMRF_2344_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967|0.749|1	0.802|0.573|0.963	0
MMRF_2352_1_BM_CD138pos	0	0	0	0	0	0.387|0.278|0.512	0	0	0.978|0.787|1	0	0	0	0	0	0	0
MMRF_2353_1_BM_CD138pos	1|0.822|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2362_1_BM_CD138pos	1|0.853|1	0	1|0.763|1	0	0.079|0.044|0.141	0	0	0	0	0	0	0	0	0	0	0
MMRF_2364_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2365_1_BM_CD138pos	0.73|0.526|0.974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2366_1_BM_CD138pos	1|0.848|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2367_1_BM_CD138pos	0	1|0.943|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2368_1_BM_CD138pos	0	0	0	0	0.767|0.592|0.972	0	0	0	0	0	0	0	0	0	0	0
MMRF_2373_1_BM_CD138pos	0	0	0	0	0	0	0	0	1|0.926|1	0	0	0	0	0	0	0
MMRF_2377_1_BM_CD138pos	0	0	1|0.776|1	0	0	1|1|1	0	0	0	0	0	0	0	0	0	0
MMRF_2378_1_BM_CD138pos	0.241|0.171|0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2379_1_BM_CD138pos	0.191|0.128|0.281	0	0	0.94|0.752|1	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2380_1_BM_CD138pos	0	0	0	0	0.958|0.758|1	0	1|0.749|1	0	0	0	0	0	0	0	0	0
MMRF_2383_1_BM_CD138pos	0	0.986|0.806|1	0	0	0	0	0	0	0	0	0	0	0.717|0.601|0.843	0.82|0.65|1	0	0
MMRF_2388_1_BM_CD138pos	0.26|0.184|0.364	0	0	0	0	0	0	0	0	0	0.342|0.163|0.673	0	0	0	0	0
MMRF_2397_1_BM_CD138pos	0	0	0.786|0.4|1	0	0	0	0	0	0	1|0.93|1	0	0	0	0	0	0
MMRF_2399_1_BM_CD138pos	0	0.926|0.76|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2400_1_BM_CD138pos	0.414|0.305|0.551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2401_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	1|0.88|1	0	0	1|0.965|1	0	0	0
MMRF_2404_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2407_1_BM_CD138pos	0	0	0	1|0.919|1	0	1|0.97|1	0	0	0	0	0	0	0	0	0	0
MMRF_2409_1_BM_CD138pos	0.203|0.083|0.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2410_1_BM_CD138pos	0.383|0.209|0.663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2411_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2412_1_BM_CD138pos	0	0	1|0.936|1	0	0	0	0	0.606|0.275|1	0	0	0	0	0	0	0	0
MMRF_2419_1_BM_CD138pos	0.868|0.72|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2422_1_BM_CD138pos	0	0	0	0	0	0	0	1|1|1	0	0	0	0	0	0	0	0
MMRF_2425_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2426_1_BM_CD138pos	0	0.14|0.075|0.257	0	0	0	0	0	0	0.13|0.119|0.133	0	0	0	0	0	0	0
MMRF_2427_1_BM_CD138pos	0	0	0	0.813|0.591|1	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2428_1_BM_CD138pos	0.918|0.645|1	0	0	0	0	1|0.96|1	0	0	0	0	0	0	0	0	0	0
MMRF_2429_1_BM_CD138pos	0	0.748|0.666|0.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2433_1_BM_CD138pos	0	0.957|0.791|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2436_1_BM_CD138pos	0	0	0	0	0	0	0.236|0.118|0.453	0	0	0	0	0	0	0	0	0
MMRF_2437_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2438_1_BM_CD138pos	0	0	0.921|0.609|1	0	0.888|0.72|0.984	0	0	0	0	0	0	0	0	0	0	0
MMRF_2440_1_BM_CD138pos	0.944|0.795|1	0	0	0	0	0	0.426|0.233|0.724	0	0	0	0	0	0	0	0	0
MMRF_2442_1_BM_CD138pos	0	0.731|0.57|0.916	0	0.791|0.664|0.93	0	0	1|0.779|1	0	0	0	0	0	0	0	0	0
MMRF_2444_1_BM_CD138pos	0	0.259|0.201|0.331	1|0.917|1	0	1|0.853|1	0	0	0	0	0.287|0.179|0.443	0	0	0	0	0	0
MMRF_2446_1_BM_CD138pos	0	0.815|0.635|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2449_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0.69|0.558|0.836	0	0	0	0	0	0
MMRF_2453_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	1|0.737|1	0	0	0	0	0
MMRF_2455_1_BM_CD138pos	0	0.85|0.687|0.985	0	0	0	0	0	0	0	0	0	1|0.845|1	0	0	0	0
MMRF_2456_1_BM_CD138pos	0	0	0	0	0.174|0.071|0.401	0	0	0	0	0	0.214|0.115|0.389	0	0	1|0.956|1	0	0
MMRF_2457_1_BM_CD138pos	1|0.883|1	0	0	0	0	1|0.906|1	0	0	0	0	0	0	0	0	0.142|0.074|0.266	0
MMRF_2458_1_BM_CD138pos	0	0.718|0.57|0.882	0	0	0	0	0	0	0	0	0	1|0.863|1	0	0	0	0
MMRF_2459_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2461_1_BM_CD138pos	0	0.102|0.053|0.195	0	0	0	0	0	0	0	0	0	0	0.714|0.603|0.834	0	0	0
MMRF_2464_1_BM_CD138pos	0	0	0	0.133|0.066|0.263	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2465_1_BM_CD138pos	0	0.275|0.176|0.419	0	0.367|0.244|0.534	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2468_1_BM_CD138pos	0	0	0	0	1|0.979|1	0	0	0	0	0	0	0	0	0	0	0
MMRF_2469_1_BM_CD138pos	0.288|0.215|0.381	0	0.772|0.528|1	0	0.518|0.38|0.687	0	0.58|0.443|0.742	0	0	0	0	0	0	0	0	0
MMRF_2471_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2473_1_BM_CD138pos	0	0	0	0	0.741|0.628|0.837	0	0	0	0	0	0	0	0	0	0	0
MMRF_2475_1_BM_CD138pos	0.49|0.296|0.768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2476_1_BM_CD138pos	1|1|1	0	0.982|0.741|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2477_1_BM_CD138pos	0.958|0.829|1	0	0.872|0.559|1	0	0	0	0	0	0	0	0	0	0.776|0.62|0.944	0	0	0
MMRF_2478_1_BM_CD138pos	0.796|0.685|0.916	0	0	0	0	0	0	0	0	0	0	0	0	1|0.881|1	0	0
MMRF_2480_1_BM_CD138pos	0.289|0.223|0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2485_1_BM_CD138pos	1|0.807|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2486_1_BM_CD138pos	0	0.969|0.804|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2487_1_BM_CD138pos	1|1|1	0.413|0.344|0.492	0	0	0	0	0	0	0	0	0	0	0.584|0.421|0.793	0	0	0
MMRF_2488_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2489_1_BM_CD138pos	0.125|0.055|0.278	0	0	0	0	0	0	0	0	0	0	0	0	0	1|1|1	0
MMRF_2490_1_BM_CD138pos	0	0	0	0	0.904|0.686|1	0	0	0.905|0.728|1	0	0	0	0	0.799|0.684|0.92	0	0	0
MMRF_2493_1_BM_CD138pos	0	0	0	0	0.941|0.81|1	0	0	0	0.187|0.107|0.322	0	0	0	0	0	0	0
MMRF_2497_1_BM_CD138pos	0	0	0	0	0	0.895|0.794|0.959	0	0	0	0	0	0	0	0	0	0
MMRF_2499_1_BM_CD138pos	0.264|0.117|0.567	0.878|0.765|0.999	0	0.295|0.188|0.454	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2501_1_BM_CD138pos	0	0.353|0.235|0.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2503_1_BM_CD138pos	0	0	0	0	0.248|0.176|0.339	0	0	1|1|1	0	0	0	0	0	0	0	0
MMRF_2504_1_BM_CD138pos	0.242|0.121|0.463	0	0	0	0	0	0	1|0.953|1	0	0	0	0	0	0	0	0
MMRF_2505_1_BM_CD138pos	0.746|0.568|0.945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2506_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2507_1_BM_CD138pos	0	1|0.857|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2511_1_BM_CD138pos	0	0.76|0.627|0.904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2514_1_BM_CD138pos	0	0.175|0.104|0.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2516_1_BM_CD138pos	0	0.933|0.741|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2517_1_BM_CD138pos	0	0.958|0.871|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2518_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	1|0.752|1	0	0	0	0
MMRF_2519_1_BM_CD138pos	0.307|0.153|0.595	0.259|0.148|0.446	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2522_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2523_1_BM_CD138pos	0.477|0.383|0.586	0.231|0.138|0.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2525_1_BM_CD138pos	0	0	1|1|1	0	0	1|0.928|1	0	0	0	0	0	0	0	0	0	0
MMRF_2531_1_BM_CD138pos	0.699|0.585|0.824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2532_1_BM_CD138pos	0.117|0.052|0.259	0	0.938|0.683|1	0.294|0.218|0.383	0	0	0	1|0.815|1	0	0	0	0	0	0	0	0
MMRF_2535_1_BM_CD138pos	0.653|0.403|1	0	0	0	0	0	0.463|0.168|1	0	0.417|0.279|0.613	0	0	0	0	0	0	0
MMRF_2538_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2539_1_BM_CD138pos	0	1|1|1	0.902|0.471|1	0	0	0	0	0	0	0	1|1|1	0	0	0	0	0
MMRF_2541_1_BM_CD138pos	0	0.947|0.763|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2543_1_BM_CD138pos	0	0.753|0.557|0.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664|0.423|0.97
MMRF_2546_1_BM_CD138pos	0	0	0	0	0.922|0.781|1	0	0	0	0	0	0	0	0	0	0	0
MMRF_2549_1_BM_CD138pos	0	0.172|0.086|0.335	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2557_1_BM_CD138pos	0	0	0	0.418|0.3|0.568	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2563_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2566_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	1|1|1	0	0	0
MMRF_2568_1_BM_CD138pos	0	0	1|1|1	0	0	0	1|0.95|1	0	1|1|1	0	0	0	0	0	0	0
MMRF_2570_1_BM_CD138pos	0	0.567|0.423|0.739	1|0.828|1	0	0	0	0	0	0	0	0	0.316|0.189|0.518	0	0	0.364|0.209|0.57	0
MMRF_2572_1_BM_CD138pos	0	0.947|0.755|1	0	0	0	0	0	0	0	0	0	0	0.898|0.628|1	0	0	0
MMRF_2573_1_BM_CD138pos	0.484|0.365|0.627	0	0	0	0	0	0	0	0	0	0.912|0.75|1	0	0	0	0	0
MMRF_2574_1_BM_CD138pos	0	0	0	0	0	0	0	0	0.084|0.034|0.202	0	0	0	0	0	0	0
MMRF_2577_1_BM_CD138pos	0.908|0.633|1	0	0	0.162|0.081|0.315	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2579_1_BM_CD138pos	0	0	0	0	0.174|0.098|0.295	0	0.979|0.702|1	1|0.847|1	0	0	0	0	0	0	0	0
MMRF_2580_1_BM_CD138pos	0	0	0.813|0.449|1	0.63|0.472|0.825	0.215|0.12|0.375	0	0	0	0	0	0	0	0	0	0	0
MMRF_2581_1_BM_CD138pos	0	0.864|0.684|1	1|0.924|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2583_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	1|1|1	0	0	0	0
MMRF_2584_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2592_1_BM_CD138pos	0	0	1|0.935|1	0	0	0	0	0	0	0	0.889|0.601|1	0	0	0	0	0
MMRF_2595_1_BM_CD138pos	0	0.883|0.795|0.974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2596_1_BM_CD138pos	0	0	1|1|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2597_1_BM_CD138pos	0.87|0.586|1	0	0	0	0.145|0.072|0.274	0	0	0	0	0	0	0	0	0	0	0
MMRF_2598_1_BM_CD138pos	0	0.438|0.375|0.508	0	0.856|0.69|1	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2601_1_BM_CD138pos	0.201|0.132|0.302	0	0	0	0	1|1|1	0	0	0	0	0	0	0	0	0	0
MMRF_2602_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0.937|0.69|1	0	0	0
MMRF_2604_1_BM_CD138pos	0	0	0	0	1|0.979|1	0	0	0	0	0.998|0.813|1	0	0	0	0	0	0
MMRF_2605_1_BM_CD138pos	0	0.104|0.058|0.182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2606_1_BM_CD138pos	0	0	0	1|0.921|1	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2609_1_BM_CD138pos	1|1|1	0	0.886|0.539|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2613_1_BM_CD138pos	0.696|0.455|1	0	0.754|0.603|0.916	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2614_1_BM_CD138pos	0	0	0	0	0	0	1|0.799|1	0	0	0	0	0	0	0	0	0
MMRF_2621_1_BM_CD138pos	0	0	0	0	0	0	0.221|0.098|0.471	0	0	0	0	0	0	0	0	0
MMRF_2622_1_BM_CD138pos	0.861|0.586|1	0	0	0.575|0.425|0.765	1|0.933|1	0	0	0	0	0	0	0	0	0	0	0
MMRF_2630_1_BM_CD138pos	0	0	0	0	0.824|0.641|0.981	0	0	0	0	0	0	0	0	0	0	0
MMRF_2631_1_BM_CD138pos	0.142|0.063|0.315	0.165|0.122|0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2634_1_BM_CD138pos	0	0	0.841|0.564|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2636_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0.845|0.657|1	0	0	0	0	0	0
MMRF_2637_1_BM_CD138pos	0	0	1|0.817|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2638_1_BM_CD138pos	0	0.909|0.733|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2639_1_BM_CD138pos	0.518|0.301|0.829	0.385|0.272|0.532	0.802|0.563|1	0	0.557|0.446|0.684	0	0.798|0.63|0.986	0	0	0	0	0	0	0	0	0
MMRF_2641_1_BM_CD138pos	0.19|0.077|0.441	0	0	0	0	0	0	0	0	0	0	0	1|1|1	0	0	0
MMRF_2642_1_BM_CD138pos	0	0.884|0.707|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2643_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2646_1_BM_CD138pos	0	1|1|1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2647_1_BM_CD138pos	0	0	0.771|0.635|0.874	0	0	0	0	0	0	0	0	0	0	0	0	0.201|0.131|0.297
MMRF_2651_1_BM_CD138pos	0	0	0	0	0	0	0.377|0.256|0.539	0	0	0	0	0	0	0	0	0
MMRF_2652_1_BM_CD138pos	0	0.27|0.188|0.373	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2654_1_BM_CD138pos	1|0.818|1	0	1|1|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2655_1_BM_CD138pos	0	0	0	0	0	0.801|0.694|0.892	0	0	0	0	0	0	0	0	0	0
MMRF_2659_1_BM_CD138pos	0	0	0	0	0	0	0	1|0.897|1	0	0	1|0.737|1	0	0	0.91|0.669|1	0	0
MMRF_2660_1_BM_CD138pos	0.777|0.631|0.933	0	0	0	0	0	0	0	0	0.136|0.081|0.226	0	0	0	0	0	0
MMRF_2664_1_BM_CD138pos	0	0	0	0.153|0.08|0.282	0	0	0	0.906|0.789|1	0	0	0	0	0	0	0	0
MMRF_2665_1_BM_CD138pos	0	0.817|0.644|1	0.566|0.471|0.668	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2666_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501|0.318|0.738
MMRF_2667_1_BM_CD138pos	0.39|0.254|0.578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2669_1_BM_CD138pos	0	0.79|0.693|0.896	0	0	0	0.142|0.079|0.253	0.49|0.201|1	0	0	0	0	0	0	0	0	0
MMRF_2670_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2676_1_BM_CD138pos	0	0	0	0	0	0.069|0.037|0.126	0	0	0	0	0	0	0	0	0	0
MMRF_2677_1_BM_CD138pos	0.441|0.277|0.668	0.477|0.35|0.627	0.857|0.601|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2678_1_BM_CD138pos	0	0	0.728|0.418|1	0	0	0	1|1|1	0	0	0	0	0	0	0	0	0
MMRF_2679_1_BM_CD138pos	0	0	0	0	0	0.743|0.49|0.974	0	0	0	0	0	0	0	0	0	0
MMRF_2680_1_BM_CD138pos	0	0	0	0	0	0	0	0.974|0.638|1	0	0	0	0	0	0	0	0
MMRF_2681_1_BM_CD138pos	0.953|0.747|1	0	0.493|0.287|0.781	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2685_1_BM_CD138pos	0.137|0.089|0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2688_1_BM_CD138pos	1|1|1	0	1|0.787|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2689_1_BM_CD138pos	0	0.81|0.656|0.978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2694_1_BM_CD138pos	0	0	0	0	1|0.882|1	0	0	0	0	0.366|0.235|0.551	0	0	0	0	0	0.407|0.266|0.571
MMRF_2695_1_BM_CD138pos	0	0	0	0.283|0.206|0.378	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2696_1_BM_CD138pos	0.906|0.67|1	0	0	0	0	0	0	0	0	0	0	0	0	0.936|0.744|1	0	0
MMRF_2698_1_BM_CD138pos	0	0	0	0	0	1|1|1	0	0	1|1|1	0	0	0	0	0	0	0
MMRF_2699_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2701_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2702_1_BM_CD138pos	0.823|0.504|1	0	0	0	0	1|0.634|1	0	0	0	0	0	0	0	0	0	0
MMRF_2704_1_BM_CD138pos	0.71|0.598|0.834	0	0.563|0.32|0.913	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2705_1_BM_CD138pos	0	0	0	0	0	0	0	0	0.983|0.848|1	0	0	0	0	0	0	0
MMRF_2706_1_BM_CD138pos	0	0	0	0	0	0	0	0	0	0.182|0.117|0.278	0	0	0	0	0	1|0.949|1
MMRF_2708_1_BM_CD138pos	0	0	1|0.919|1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2709_1_BM_CD138pos	0	0	0	0.213|0.118|0.375	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2714_1_BM_CD138pos	0	0	1|0.708|1	0	0	0	0	0	0	0	0	0	0	0	0	0
